WILNIXZr2oc,J. Cole - MIDDLE CHILD,106577315,,"Premiered Feb 25, 2019",Music,DmWWqogr_r8,"['ue5oHmUGiMM', 'y2cFkVfVf2Y', 'HU6ZRQJ50Q', 'SsKT0s5J8ko', 'TDb0ebFh8E', 'qDinxaPUK4', 'G8Hp-AKrfm0', 'OA8aw07dpg0', 'ApXoWvfEYVU', 'eQkSArQxYJg', '1XzY2ij_vL4', 'S1gp0m4B5p8', 'R_1EP18eo', 'qu0CxX8GJj8', 'UTI4bPdlgE', 'eUUuI--jAlM', 'CxnaPa8ohmM']"
Dkk9gvTmCXY,Taylor Swift - You Need To Calm Down,144045928,,"Premiered Jun 17, 2019",Music,Pkh8UtuejGw,"['CXGJQYZ9JA', '-CmadmM5cOk', 'bo_efYhYU2A', 'Eb5gNsmGJ8', 'BVGlBWQzuc', '-BjZmE2gtdo', 'e-ORhEE9VVg', 'r7ccg1nIE_c', '3tmd-ClpJxA', 'PmYypVozQb4', 'JPJjwHAIny4', 'V54CEElTF_U', 'IdneKLhsWOQ', 'UAzpn48xA', 'JOTlE1K90k', 'QcIy9NiNbmo', 'CnAmeh0-E-U']"
oOni4BMeMp0,Chris Brown - No Guidance (Audio) ft. Drake,107163313,,"Published on Jun 7, 2019",Music,i_vMte-NHkY,"['6L_k74BOLag', 'COz9lDCFHjw', 'iX9ICUr1yEw', '7Nbv3reNErw', '2e9diL0xTN4', 'HNW5_q08gkA', 'Xv5QTAFiOBM', '3aHdZfJckg', 'T4kAYIC5Xzo', '35rNEBNiO4', 'ZynFt3Y17uU', 'x3bfa3DZ8JM', 'uOYj7WfJQD8', '4UoOOBKY8lY', 'lhvwnTwMsv8', 'y6fThXQPT6I', 'TP3moIiyZFI']"
au2n7VVGv_c,Post Malone - Psycho ft. Ty Dolla $ign,667005031,,"Published on Mar 22, 2018",Music,XhTHyIgQ_U,"['UYwF-jdcVjY', 'rbHIDVVTSNA', 'jONxrPmIUVY', '-59jGD4WrmE', 'BVGlBWQzuc', 'SC4xMk98Pdc', 'ApXoWvfEYVU', '2e9diL0xTN4', 'LjxulQ1bEWg', 'xpVfcZ0ZcFM', 'QjsAJhsSw8', 'SLsTskih7_I', 'JOTlE1K90k', '4GFAZBKZVJY', 'LYa_ReqRlcs', 'E2Ira-Cwxo', 'CTFtOOh47oo']"
mt2zvsvkKKo,Offset - Clout ft. Cardi B,219550644,,"Published on Apr 17, 2019",Music,Oq8z-U3bPgo,"['iX9ICUr1yEw', '9hJ8lLNWrM4', '9v_rtaye2yY', '3y-O-4IL-PU', 'l_lblj8Cq0o', 'WILNIXZr2oc', 'C3a1sz2Bp_E', 'LjxulQ1bEWg', 'i_vMte-NHkY', 'M8GX0cZ-xtw', '6ONRf7h3Mdk', '6OLNQiYbGLQ', 'Pkh8UtuejGw', 'Hm1YFszJWbQ', '6L_k74BOLag', 'DfsD6G8E_g', 'JuWl6NX915M']"
hE2Ira-Cwxo,Khalid - Talk (Official Video),198622099,,"Published on Mar 11, 2019",Music,rbHIDVVTSNA,"['x3bfa3DZ8JM', 'ZMK42pj7830', '5hqK-A0UxKw', '5JD1dfj_c', '3Wf29RiKp70', '2e9diL0xTN4', '4zAThXFOy2c', 'CTFtOOh47oo', 'lp-EO5I60KA', '34Na4j8AVgA', 'by3yRdlQvzs', 'ZAfAud_M_mg', 'JPIhUaONiLU', 'bi70fR-r8pc', 'mj0XInqZMHY', 'IKDxdxwOaJE', 'BVGlBWQzuc']"
w2Ov5jzm3j8,Lil Nas X - Old Town Road (Official Movie) ft. Billy Ray Cyrus,344879698,,"Premiered May 17, 2019",Music,2L5kE1-NOVc,"['JOTlE1K90k', 'Kt-tLuszKBA', 'EyBooxCkF3A', 'DyDfgMOUjCI', 'UprcpdwuwCg', 'xpVfcZ0ZcFM', '43gm3CJePn0', 'UCdMwyIy3ks', 'yvHYWD29ZNY', 'OPf0YbXqDm0', 'VYOjWnS4cMY', 'Kb24RrHIbFk', '3Wf29RiKp70', '7wtfhZwyrcc', 'bXcSLI58-h8', 'BVGlBWQzuc', 'SEn4sGH4DWM']"
SNhOgS3BHjw,NF - Remember This (Audio),17220589,,"Published on Oct 5, 2017",Music,1O1tj2phCQY,"['Akrq-TO9EvU', 'E1ZVSFfCk9g', 'ekZgNkkdRPE', 'ztwW4Cv59mE', 'r9bp50MHLZM', 'zt5xcmy1cJ0', 'WMn6B1PKHi4', 'nI7v1MCD0ag', 'fUYHqrgJAt0', 'gdLLRj1Ge7g', '-kQVnqVwz_A', '2YEUKEEs3R8', 'OzQMCyPc8o', 'Z3imSbT3H6w', 'd51lAHNbeAM', 'HKS6cp5OGMo', 'fy9YETB068M']"
Kb24RrHIbFk,"Logic - 1-800-273-8255 ft. Alessia Cara, Khalid",352955276,,"Published on Aug 17, 2017",Music,IPfJnp1guPc,"['E1ZVSFfCk9g', 'xpVfcZ0ZcFM', 'XGmFF82PE50', 'bo_efYhYU2A', '2k8PGm-TI', 'uXyxFMbqKYA', 'ZAfAud_M_mg', 'Dyg32hMf7Fk', 'UCdMwyIy3ks', 'fbHbTBP_u7U', '1yYV9-KoSUM', 'JOTlE1K90k', 'QpbQ4I3Eidg', '_Ju6Q8Azcmg', 'by3yRdlQvzs', 'eQkSArQxYJg', 'bSfpSOBD30U']"
_WrMzFlLk7Q,Joyner Lucas - Devil's Work (ADHD),23092930,,"Published on May 2, 2019",Music,43gm3CJePn0,"['_rs52auqcmE', 'mfqsEpjEtrw', 'I7_ofdl9Wfs', 'ZFy7RdZWwj8', 'yvHYWD29ZNY', '6VuuTeZq2uM', '8SGXbLZW_Zo', 'WILNIXZr2oc', '1hcRVE2IPWE', '-2PFeE_sSss', 'KZhI0g4wcE', 'lxRwEPvL-mQ', 'H4iJp7LZCjE', 'EWUHoKNs_o0', 'TDb0ebFh8E', 'xzHJ2aZR6e4', 'mGdDlQz9WEo']"
wOzQMCyPc8o,NF - How Could You Leave Us,44999866,,"Published on Jan 26, 2017",Music,XhTHyIgQ_U,"['KgMzxQW2raE', 'E1ZVSFfCk9g', 'fbHbTBP_u7U', 'SNhOgS3BHjw', 'uZs1AHQBz24', 'r9bp50MHLZM', 'uF5QE3-ox4o', 'zfafsllAHK8', 'OQU8MhUvQgE', '1wYNFfgrXTI', 'LfxY1sg5_rw', 'Akrq-TO9EvU', 'lxRwEPvL-mQ', 'VvBmuyosTx0', 'fnlJw9H0xAM', 'd51lAHNbeAM', 'foj3lB7vtDo', 'LrXvRtlb9XU']"
FxQTY-W6GIo,KILLSHOT [Official Audio],302186813,,"Published on Sep 14, 2018",Music,Fp0BScQSSvg,"['ITsekUaw6N4', 'mvSItvjFE1c', 'KHJ2P3I4EiY', '8CdcCD5V-d8', 'x3uZKXFrMQY', '9YoJ8-O-6Ko', 'mfqsEpjEtrw', 'XbGs_qK2PQA', 'CxnaPa8ohmM', 'TDb0ebFh8E', 'gRZ_HPYiTC0', 'VA770wpLX-Q', 'YVkUvmDQ3HY', 'HNAPYBe0D-Y', 'GsPadN09N4A', 'MfTbHITdhEI', '9W0nvap8oHM']"
UYwF-jdcVjY,Post Malone - Better Now,254285944,,"Published on Oct 5, 2018",Music,u2n7VVGv_c,"['XhTHyIgQ_U', 'I_QpDE-Uco0', 'SC4xMk98Pdc', '4GFAZBKZVJY', 'ApXoWvfEYVU', 'SrjE_M1KveQ', 'PEEhL9LaX4E', 'jONxrPmIUVY', 'oQa8Rv-Vq-Y', 'BVGlBWQzuc', 'ZAfAud_M_mg', 'IgYEGyVSXzA', 'QjsAJhsSw8', 'x3bfa3DZ8JM', 'i8Zi1DM7iR4', '393C3pr2ioY', 'mj0XInqZMHY']"
ZAfAud_M_mg,Halsey - Without Me,290505689,,"Premiered Oct 29, 2018",Music,xdYFuCp3m9k,"['Pkh8UtuejGw', 'ueG1fSHNndo', 'CnAmeh0-E-U', 'SA7AIQw-7Ms', 'BVGlBWQzuc', 'KfXvjxbRhZk', 'XCQK6LmhYqc', 'I_QpDE-Uco0', 'bo_efYhYU2A', 'Dkk9gvTmCXY', '0zGcUoRlhmw', 'EnCoocmPQM', 'A9hcJgtnm6Q', 'Q_dqfcvTZik', 'JR49dyo-y0E', 'x3bfa3DZ8JM', 'DyDfgMOUjCI']"
fnlJw9H0xAM,NF - The Search,35606020,,"Published on May 30, 2019",Music,lxRwEPvL-mQ,"['E1ZVSFfCk9g', 'r9bp50MHLZM', 'XGGWhOUYObc', 'KgMzxQW2raE', 'Uh4xQhUsK58', 'fUYHqrgJAt0', 'TkiDouBnDrU', 'zuJV-DAv_wE', 'XhTHyIgQ_U', 'J7MYJ8Kxhwc', 'OzQMCyPc8o', 'IUrcfaoswpU', 'ZX3B953Rc0I', 'eMKCzDcvjfc', '1f6F7tGDcQw', 'LfxY1sg5_rw', 'j__VYXZ-5Cw']"
SsKT0s5J8ko,Mac Miller - Self Care,142914672,,"Published on Jul 12, 2018",Music,LR3GQfryp9M,"['0GGxgXfhuQM', 'QrR_gm6RqCo', 'TATXudfgu3E', 'yvHYWD29ZNY', '5WU7oGiwiao', 'WGzhlLCdAVo', 'J_8xCOSekog', '9Gbl-IDp1qc', '_rs52auqcmE', '0gzmFo8UiJQ', 'BQqEMLOOMCo', 'y-1Sz56n9uE', 'Wa5B22KAkEk', 'AbV-Q6tz4B8', 'Mos8UiWV6_g', 'OnG7oL9Gg4o', 'SrjE_M1KveQ']"
XGGWhOUYObc,NF - Leave Me Alone,20299573,,"Published on Jul 25, 2019",Music,1O1tj2phCQY,"['E1ZVSFfCk9g', 'H-IHMQZkFVQ', 'nI7v1MCD0ag', 'HbN99f9esS4', '-kQVnqVwz_A', 'ekZgNkkdRPE', '8MPbR6Cbwi4', 'LfxY1sg5_rw', 'I7KujrLyBw', 'gdLLRj1Ge7g', 'zABLecsR5UE', 'J7MYJ8Kxhwc', 'OXZkm9p_zY', 'B1dmRjyN0CQ', 'TkiDouBnDrU', 'Akrq-TO9EvU', 'LYa_ReqRlcs', '6WcxRWufzus']"
I_QpDE-Uco0,"Post Malone - Die For Me (Audio) ft. Future, Halsey",8835905,,"Published on Sep 9, 2019",Music,5GrxfjuTTI,"['JWeJHN5P-E8', 'Q_dqfcvTZik', 'XhTHyIgQ_U', 'LYa_ReqRlcs', 'ul-9U681Y2c', 'PmYypVozQb4', 'iYJoahPxhR8', 'n3WqtDarwCQ', 'oOni4BMeMp0', 'Frj-lJMUcyg', 'rbHIDVVTSNA', 'H-IHMQZkFVQ', 'ZAfAud_M_mg', 'yw_ShLNyHTk', 'fVyMS4PMvCg', 'K_9tX4eHztY']"
CxnaPa8ohmM,G-Eazy - I Mean It (Official Music Video) ft. Remo,450525799,,"Published on May 28, 2014",Music,bSfpSOBD30U,"['SA7AIQw-7Ms', 'K_9tX4eHztY', '_dw-Q6seOOk', 'l_lblj8Cq0o', 'MOjDp1Q1aqw', 'KV2ssT8lzj8', 'SsKT0s5J8ko', '6PUf1Rj4kpc', '-59jGD4WrmE', 'kbMqWXnpXcA', '3WxQgvuT6ZI', 'LjxulQ1bEWg', 'XhTHyIgQ_U', '6ONRf7h3Mdk', 'pruKV1chnHA', '6wCe1Iv-a5E', '34Na4j8AVgA']"
Po5zT1krKOc,NF - Real,39583904,,"Published on Apr 22, 2016",Music,KgMzxQW2raE,"['E1ZVSFfCk9g', 'SNhOgS3BHjw', 'fnlJw9H0xAM', 'r9bp50MHLZM', 'J7MYJ8Kxhwc', 'fbHbTBP_u7U', 'SeBpKHHwJQ', 'zhqvxdx8kIM', 'lxRwEPvL-mQ', 'OzQMCyPc8o', 'b4EAwSg621U', 'foj3lB7vtDo', '-YAWbuWP4yc', 'VvBmuyosTx0', 'zuJV-DAv_wE', 'gdLLRj1Ge7g', 'UDGJGSc_iLE', 'LfxY1sg5_rw', '1O1tj2phCQY']"
DyDfgMOUjCI,Billie Eilish - bad guy,561094964,,"Published on Mar 29, 2019",Music,HUHC9tYz8ik,"['CnAmeh0-E-U', 'Pkh8UtuejGw', '3Wf29RiKp70', 'Dkk9gvTmCXY', 'pbMwTqkKSps', 'KWZGAExj-es', 'V1Pl8CzNzCw', 'bo_efYhYU2A', 'yaJx0Gj_LCY', 'gBRi6aZJGj4', 'k1ATPhkVWi0', 'nCkpzqqog4k', 'BVGlBWQzuc', 'Fp_P_e1cPOE', 'QYh6mYIJG2Y', '-PZsSWwc9xA', '7wtfhZwyrcc']"
SEn4sGH4DWM,"Lil Nas X, Drake, Nipsey - Old Town Road (ft. Billy Ray Cyrus) [Music Video]",960663,,"Published on May 2, 2019",Music,FBKSwzQOnus,"['lDNsXGhj-uc', 'RaarRogvesU', 'WDPhBAdZgfU', '6L_k74BOLag', 'LJvwEuMHero', 'CcozEVbqm-U', 'iX9ICUr1yEw', 'CPSG3AVsfiI', '1-7ABIM2qjU', 'yvHYWD29ZNY', 'GLzbW0grkbg', 'l_lblj8Cq0o', 'Bww7yknbnVU', 'BcrjMLc9kxU', '2Ov5jzm3j8', 'eQkSArQxYJg', 'i3FDuBpDvdw', 'VBEBMKvvXyY']"
UCdMwyIy3ks,"Logic, Marshmello - Everyday",44789042,,"Published on Apr 17, 2018",Music,eQkSArQxYJg,"['_dw-Q6seOOk', 'Kb24RrHIbFk', 'XhTHyIgQ_U', 'yvHYWD29ZNY', '2Ov5jzm3j8', 'N70w91TK9AQ', 'EyBooxCkF3A', '43gm3CJePn0', 'lxRwEPvL-mQ', 'u2n7VVGv_c', 'CW5oGRx9CLM', 'LlU4FuIJT2k', 'sxjC4CNG3_c', 'PGNIAtv40E', '6L_k74BOLag', '-2PFeE_sSss', 'xzHJ2aZR6e4']"
tdBzJRdy33M,Halsey ~ Without Me (Lyrics),24815728,,"Published on Oct 4, 2018",XBG God,b30OW_5l_IQ,"['u62rB_G_vao', 'PT2_F-1esPk', 'ZAfAud_M_mg', 'BVGlBWQzuc', 'YuPzpoC3QNc', '2JMFSgiTswY', 'QMx6FA8gmgU', '56WBK4ZK_cw', 'xdYFuCp3m9k', 'Pkh8UtuejGw', 'uEDhGX-UTeI', 'E2Ira-Cwxo', 'EsYPry-9ukk', 'SA7AIQw-7Ms', 'x3bfa3DZ8JM', 'pdDE1CzeYXg', '62Q2PfeiK68']"
fbHbTBP_u7U,NF - Let You Down,99817025,,"Published on Nov 8, 2017",Music,E1ZVSFfCk9g,"['I0czvJ_jikg', 'OzQMCyPc8o', '2fngvQS_PmQ', 'KgMzxQW2raE', '2YEUKEEs3R8', 'ibWdgkv1LSA', 'ekZgNkkdRPE', 'qr1-WpWOUk8', '1O1tj2phCQY', 'QpbQ4I3Eidg', 'r9bp50MHLZM', 'lxRwEPvL-mQ', 'fnlJw9H0xAM', 'Kb24RrHIbFk', 'zuJV-DAv_wE', 'SA7AIQw-7Ms', 'DHhHUZsXTBk']"
by3yRdlQvzs,Khalid - Location (Official Music Video),427169435,,"Published on Sep 26, 2016",Music,x3bfa3DZ8JM,"['esh8mNoPxGE', 'M4ZoCHID9GI', '56WBK4ZK_cw', '22al3hAKG_0', 'IdGIZjVWrzY', 'Dyg32hMf7Fk', 'z6buCeA4ZSc', 'SDa-r3tK5Xs', 'KEI4qSrkPAs', 'iI2f8eA8x4Q', 'J_ub7Etch2U', '-zzP29emgpg', 'y78n5kVYqPo', 'fKopy74weus', 'PmYypVozQb4', 'F1B9Fk_SgI0', '6YNZlXfW6Ho', '4zAThXFOy2c']"
3Wf29RiKp70,Guardians of the Galaxy: Awesome Mix Vol. 1 & Vol. 2 (Full Soundtrack),30390593,,"Published on Aug 16, 2017",People & Blogs,iLQZpBhx0Xg,"['yL1vs9LeaqQ', 'BiWJdDSbsms', '47XL6wFKUO0', 'f55iVXVuqF4', 'MizPu-dTPQU', '89TfWVSfB0I', 'PxaMegcmrNU', 'TfUj-vKnxFk', 'BK-2pKiPm8o', 'dW1Ia9CCRjM', 'USbPbTtLyTg', 'iaDEJdtoG3A', 'PA8EvexcSIA', 'fRLcGUo-s6o', 's8zQBhEbu8E', '801ziPEmFso', 'Ycjp5pgptB4']"
av5JD1dfj_c,"Sam Smith, Normani - Dancing With A Stranger",446951358,,"Published on Jan 29, 2019",Music,PmYypVozQb4,"['725WlG1idPc', 'sKlA0A3ufpc', 'JPJjwHAIny4', 'jyF0ZVs6J5Y', '3Wf29RiKp70', '5Wiio4KoGe8', 'J_ub7Etch2U', 'zABLecsR5UE', '4zAThXFOy2c', 'k_xq1P7vIU', 'Eb5gNsmGJ8', '-FyjEnoIgTM', '3AtDnEC4zak', 'ir6nk2zrMG0', 'bIcYFbUMB_8', '2Vv-BfVoq4g', '8MPbR6Cbwi4']"
ZMK42pj7830,Best Of Ed Sheeran 2019 || Ed Sheeran Greatest Hits Full Album,5285408,,"Published on Feb 27, 2019",Entertainment,xhIi0bW90o8,"['yL1vs9LeaqQ', '9k-zRrTGAqU', 'lOTnGdI30XU', 'N4APkjOI-Y', 'OV2SD4wRQnY', 'PxaMegcmrNU', '7io0o4OFJeI', 'lQOYhA9eTDo', 'CVmAcKVc0uM', 'iaDEJdtoG3A', 'U6gdobsOLlQ', 'VR-C4KYtCvw', 'NWUhKkbC8', 'TGfLBtB44Hw', '4-joNd7-Jy8', 'fRLcGUo-s6o', '4O4SCFKLdmM']"
IKDxdxwOaJE,Khalid - Right Back (Audio),9955124,,"Published on Apr 4, 2019",Music,rTKodwXQi78,"['gf8nOnqEkWg', 'lSJLhaShOOM', 'u62rB_G_vao', '5JD1dfj_c', 'bi70fR-r8pc', '-fjmSE9Ez6w', 'dWtLmb10OZA', 'KnIyGCzKsLs', 'Oy2xm7KsD4', 'yWflh7MYF08', 'qcGNoZ3r9t8', 'esh8mNoPxGE', 'zABLecsR5UE', '5Wiio4KoGe8', 'b52lho8lD6Q', 'OxPKxqO1HK0', 'PmYypVozQb4', 'PU173WjEoQA']"
34Na4j8AVgA,The Weeknd - Starboy (official) ft. Daft Punk,1588484202,,"Published on Sep 28, 2016",Music,qFLhGq0060w,"['PT2_F-1esPk', 'BVGlBWQzuc', 'yzTuBuRdAyA', 'UqyT8IEBkvY', 'CTFtOOh47oo', 'JZjAg6fK-BQ', 'uuZE_IRwLNI', 'XhTHyIgQ_U', 'JPIhUaONiLU', '_dw-Q6seOOk', 'M4ZoCHID9GI', 'uxpDa-c-4Mc', '3AtDnEC4zak', 'KEI4qSrkPAs', 'dMMUH_ZpbB0', 'lp-EO5I60KA', '3xcybdis1k']"
4zAThXFOy2c,Chris Stapleton - Tennessee Whiskey (Audio),385214515,,"Published on Apr 23, 2015",Music,sI0TeFf6uD8,"['SoIKv3xxuMA', '_mRFWQoXq4c', 'MPoN-FNB2V8', 'EXhZ8PwM-Y', 'MwPsA5psiS8', 'By9PhWzevEs', 'Q7U6AoZ27yE', 'TUBsnIDftQA', '_kBnFgLP8po', '7VBex8zbDRs', 'CU2zemLmV8w', '7Lb9dq-JZFI', 'OcmkKJ-ShkE', '8MPbR6Cbwi4', 'm_TsUb0T95E', '7qaHdHpSjX8', 'uqSKl7sdUa8', 'sMmTkKz60W8']"
OPf0YbXqDm0,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,3667950071,,"Published on Nov 19, 2014",Music,ZbZSe6N_BXs,"['3Wf29RiKp70', '5Wiio4KoGe8', 'ru0K8uYEZWw', '4zAThXFOy2c', 'SR6iYWJxHqs', 'CwdrtwZiQ9E', 'RgKAFK5djSk', 'F9fkL6lEC1k', '5NV6Rdv1a3I', 'BilaShsQphM', 'GzU8KqOY8YA', 'LjhCEhWiKXk', 'KEI4qSrkPAs', 'PIh2xe4jnpk', 'Zi_XLOBDo_Y', '8MPbR6Cbwi4', 'fLexgOxsZu0']"
VYOjWnS4cMY,Childish Gambino - This Is America (Official Video),600641958,,"Published on May 5, 2018",Music,Kp7eSUU9oy8,"['F1B9Fk_SgI0', 'YVkUvmDQ3HY', 'JOTlE1K90k', 'ExVtrghW5Y4', 'E58qLXBfLrs', 'C8CH0Z3L54', 'SYM-RJwSGQ8', 'OPf0YbXqDm0', 'xpVfcZ0ZcFM', 'UprcpdwuwCg', '3Wf29RiKp70', 'SC4xMk98Pdc', 'G35R8F2j8k', 'DyDfgMOUjCI', 'UqyT8IEBkvY', 'TRZJ-4EyI', 'kbMqWXnpXcA', 'CxnaPa8ohmM', '34Na4j8AVgA']"
eJnQBXmZ7Ek,twenty one pilots - Chlorine (Official Video),153193784,,"Published on Jan 22, 2019",Music,MAPyGoqQVw,"['Pw-0pbY9JeU', 'XhTHyIgQ_U', 'y-2VKeDBPkw', '8mn-FFjIbo8', 'uEDhGX-UTeI', 'UOUBW8bkjQ4', 'Q0oIoR9mLwc', 'UprcpdwuwCg', '0I647GU3Jsc', 'ktBMxkLUIwY', '5MeQ9rA2Ifg', 'Sv6dMFF_yts', 'qFLhGq0060w', 'I-QfPUz1es8', 'Io2hbcrAYBw', 'pXRviuL6vMY', '7wtfhZwyrcc']"
